"VERSION","KEY","VALUE"
"12.1","DDL_LOCK_TIMEOUT","https://docs.oracle.com/database/121/REFRN/GUID-72D43EF8-F7AF-4011-8D64-73ABC4FB2154.htm#REFRN10267"

